id_evento,usuario,area,hora,volumen_mb,carpetas_distintas,fuera_de_horario,pais,pais_inusual,clasificacion_forense
EV0861,sopo10,soporte_de_equipos,15.81,118.5,13,0,CR,0,normal
EV0152,cont09,contabilidad,12.65,48.0,4,0,CR,0,normal
EV0216,cont08,contabilidad,8.49,41.7,8,0,CR,0,normal
EV0099,cont07,contabilidad,11.8,41.0,3,0,CR,0,normal
EV0493,cont06,contabilidad,9.22,35.0,2,0,CR,0,normal
EV1085,vent06,ventas_campo,16.45,99.5,7,0,CR,0,normal
EV1380,lega02,legal,11.59,15.2,3,0,CR,0,normal
EV1287,vent06,ventas_campo,17.84,46.1,7,0,NI,0,normal
EV1471,lega05,legal,9.62,10.7,3,0,CR,0,normal
EV0013,cont08,contabilidad,10.3,53.4,3,0,CR,0,normal
EV0689,sopo05,soporte_de_equipos,22.95,79.8,11,1,CR,0,normal
EV1720,ti_i03,ti_infraestructura,0.76,330.7,19,1,CR,0,normal
EV0168,cont05,contabilidad,9.43,26.0,5,0,CR,0,normal
EV0759,sopo05,soporte_de_equipos,15.04,63.9,6,0,CR,0,normal
EV1889,ti_i05,ti_infraestructura,2.2,297.4,25,1,CR,0,normal
EV0189,cont09,contabilidad,11.0,43.2,2,0,CR,0,normal
EV1804,ti_i06,ti_infraestructura,4.05,336.5,27,1,CR,0,normal
EV0044,cont09,contabilidad,10.48,37.4,4,0,CR,0,normal
EV1091,vent11,ventas_campo,11.21,81.8,8,0,CR,0,normal
EV0010,cont06,contabilidad,7.39,33.4,3,0,CR,0,normal
EV1339,lega03,legal,11.53,27.9,2,0,CR,0,normal
EV0148,cont09,contabilidad,11.13,62.4,5,0,CR,0,normal
EV1774,ti_i06,ti_infraestructura,5.37,213.5,18,1,CR,0,normal
EV0014,cont03,contabilidad,9.35,48.4,3,0,CR,0,normal
EV0390,cont14,contabilidad,10.9,33.2,5,0,CR,0,normal
EV0947,sopo04,soporte_de_equipos,16.65,118.6,19,0,CR,0,normal
EV0597,sopo11,soporte_de_equipos,17.54,99.6,13,0,CR,0,normal
EV1525,lega04,legal,12.2,18.0,4,0,CR,0,normal
EV1488,lega06,legal,11.64,16.5,4,0,CR,0,normal
EV1890,ti_i02,ti_infraestructura,3.42,199.9,23,1,CR,0,normal
EV0957,vent05,ventas_campo,9.64,25.3,7,0,CR,0,normal
EV1697,ti_i05,ti_infraestructura,2.94,279.5,27,1,CR,0,normal
EV1777,ti_i03,ti_infraestructura,3.14,342.7,32,1,CR,0,normal
EV0675,sopo09,soporte_de_equipos,5.85,137.2,10,1,CR,0,normal
EV0702,sopo10,soporte_de_equipos,14.59,166.6,14,0,CR,0,normal
EV1274,vent08,ventas_campo,13.15,83.2,7,0,CR,0,normal
EV1480,lega05,legal,10.34,26.6,5,0,CR,0,normal
EV1937,ti_i06,ti_infraestructura,0.21,165.0,30,1,CR,0,normal
EV0456,cont05,contabilidad,9.49,30.5,4,0,CR,0,normal
EV0928,sopo06,soporte_de_equipos,17.46,153.1,14,0,CR,0,normal
EV0684,sopo01,soporte_de_equipos,11.36,115.7,10,0,CR,0,normal
EV1158,vent05,ventas_campo,12.04,67.6,7,0,CR,0,normal
EV0507,cont12,contabilidad,10.27,29.0,3,0,CR,0,normal
EV0026,cont12,contabilidad,11.52,49.4,6,0,CR,0,normal
EV1204,vent11,ventas_campo,11.03,50.4,3,0,CR,0,normal
EV1454,lega06,legal,11.46,26.3,3,0,CR,0,normal
EV1153,vent02,ventas_campo,10.53,59.8,7,0,CR,0,normal
EV0831,sopo09,soporte_de_equipos,10.3,63.8,10,0,CR,0,normal
EV0116,cont02,contabilidad,8.8,45.8,5,0,CR,0,normal
EV0025,cont09,contabilidad,10.06,51.0,4,0,CR,0,normal
EV0371,cont06,contabilidad,10.05,30.2,4,0,CR,0,normal
EV1795,ti_i05,ti_infraestructura,5.16,316.6,30,1,CR,0,normal
EV0097,cont04,contabilidad,9.97,27.9,6,0,CR,0,normal
EV1436,lega04,legal,9.34,23.1,5,0,CR,0,normal
EV0954,vent03,ventas_campo,17.15,31.0,5,0,CR,0,normal
EV1444,lega03,legal,12.11,10.4,1,0,CR,0,normal
EV0100,cont02,contabilidad,8.5,34.5,7,0,CR,0,normal
EV1657,lega04,legal,11.48,18.7,3,0,CR,0,normal
EV1491,lega07,legal,11.66,32.7,3,0,CR,0,normal
EV1047,vent01,ventas_campo,15.48,82.3,9,0,NI,0,normal
EV0358,cont05,contabilidad,13.45,37.7,3,0,CR,0,normal
EV0944,sopo10,soporte_de_equipos,10.6,140.2,8,0,CR,0,normal
EV0572,sopo07,soporte_de_equipos,18.39,159.7,13,0,CR,0,normal
EV1819,ti_i02,ti_infraestructura,3.9,345.5,29,1,CR,0,normal
EV1138,vent05,ventas_campo,16.98,43.6,4,0,CR,0,normal
EV0780,sopo07,soporte_de_equipos,21.28,134.6,7,1,CR,0,normal
EV1209,vent12,ventas_campo,12.8,67.0,10,0,CR,0,normal
EV1762,ti_i03,ti_infraestructura,3.97,342.2,25,1,CR,0,normal
EV1699,ti_i03,ti_infraestructura,5.55,176.8,23,1,CR,0,normal
EV0271,cont13,contabilidad,12.42,40.4,6,0,CR,0,normal
EV0119,cont09,contabilidad,10.44,46.6,8,0,CR,0,normal
EV0118,cont06,contabilidad,7.39,34.8,3,0,CR,0,normal
EV1902,ti_i01,ti_infraestructura,5.4,329.0,16,1,CR,0,normal
EV1615,lega08,legal,10.97,11.6,3,0,CR,0,normal
EV1464,lega02,legal,9.52,7.2,3,0,CR,0,normal
EV0978,vent11,ventas_campo,8.28,71.3,7,0,CR,0,normal
EV0741,sopo04,soporte_de_equipos,17.8,88.9,14,0,CR,0,normal
EV1084,vent05,ventas_campo,14.24,77.4,6,0,NI,0,normal
EV0165,cont13,contabilidad,11.83,45.0,4,0,CR,0,normal
EV1257,vent11,ventas_campo,19.25,51.9,8,1,CR,0,normal
EV1484,lega01,legal,12.6,21.8,3,0,CR,0,normal
EV1791,ti_i06,ti_infraestructura,2.29,319.0,31,1,CR,0,normal
EV1584,lega05,legal,10.97,23.8,5,0,CR,0,normal
EV1593,lega04,legal,8.59,22.2,3,0,CR,0,normal
EV0143,cont14,contabilidad,9.86,36.7,2,0,CR,0,normal
EV0114,cont10,contabilidad,9.91,41.3,5,0,CR,0,normal
EV1188,vent09,ventas_campo,15.13,99.3,7,0,CR,0,normal
EV0379,cont04,contabilidad,10.44,29.6,5,0,CR,0,normal
EV0064,cont06,contabilidad,11.01,39.0,3,0,CR,0,normal
EV1377,lega01,legal,10.45,13.8,2,0,CR,0,normal
EV1512,lega05,legal,9.27,23.0,4,0,CR,0,normal
EV0187,cont04,contabilidad,8.37,50.7,4,0,CR,0,normal
EV1086,vent04,ventas_campo,9.47,51.1,5,0,CR,0,normal
EV1095,vent06,ventas_campo,16.01,75.7,4,0,NI,0,normal
EV1019,vent06,ventas_campo,12.35,78.7,4,0,CR,0,normal
EV0295,cont02,contabilidad,9.94,19.7,5,0,CR,0,normal
EV1233,vent10,ventas_campo,14.91,51.0,4,0,CR,0,normal
EV1739,ti_i02,ti_infraestructura,0.61,192.5,32,1,CR,0,normal
EV0287,cont10,contabilidad,12.61,33.2,3,0,CR,0,normal
EV1861,ti_i01,ti_infraestructura,2.23,385.6,21,1,CR,0,normal
EV1627,lega07,legal,9.72,25.7,3,0,CR,0,normal
EV0301,cont14,contabilidad,11.22,26.4,4,0,CR,0,normal
EV1974,svc_respaldo,ti_infraestructura,1.79,1095.1,77,1,CR,0,respaldo_programado
EV0316,cont12,contabilidad,10.44,37.0,4,0,CR,0,normal
EV0877,sopo03,soporte_de_equipos,20.26,57.0,14,1,CR,0,normal
EV0673,sopo09,soporte_de_equipos,19.56,154.2,13,1,CR,0,normal
EV0360,cont03,contabilidad,9.08,23.2,4,0,CR,0,normal
EV0131,cont02,contabilidad,8.38,27.6,4,0,CR,0,normal
EV0856,sopo07,soporte_de_equipos,12.87,139.3,9,0,CR,0,normal
EV1330,vent09,ventas_campo,17.1,77.7,5,0,CR,0,normal
EV0190,cont07,contabilidad,9.54,29.6,2,0,CR,0,normal
EV0028,cont07,contabilidad,11.14,34.2,5,0,CR,0,normal
EV0838,sopo01,soporte_de_equipos,20.57,107.1,12,1,CR,0,normal
EV1566,lega08,legal,11.0,18.2,4,0,CR,0,normal
EV0900,sopo07,soporte_de_equipos,22.22,138.6,9,1,CR,0,normal
EV1582,lega08,legal,11.3,25.2,4,0,CR,0,normal
EV1764,ti_i03,ti_infraestructura,2.76,301.6,32,1,CR,0,normal
EV0757,sopo09,soporte_de_equipos,23.9,121.7,15,1,CR,0,normal
EV0620,sopo06,soporte_de_equipos,2.74,45.2,17,1,CR,0,normal
EV0758,sopo03,soporte_de_equipos,13.18,85.0,16,0,CR,0,normal
EV1968,svc_respaldo,ti_infraestructura,3.29,854.4,69,1,CR,0,respaldo_programado
EV1466,lega02,legal,12.16,10.0,4,0,CR,0,normal
EV1202,vent10,ventas_campo,14.3,25.0,9,0,PA,0,normal
EV1562,lega04,legal,9.44,9.9,2,0,CR,0,normal
EV1163,vent08,ventas_campo,19.33,90.5,6,1,CR,0,normal
EV1268,vent03,ventas_campo,16.1,53.9,5,0,GT,0,normal
EV0267,cont12,contabilidad,7.92,34.3,5,0,CR,0,normal
EV0595,sopo04,soporte_de_equipos,22.43,114.9,9,1,CR,0,normal
EV0705,sopo05,soporte_de_equipos,10.42,112.9,10,0,CR,0,normal
EV0326,cont12,contabilidad,9.71,41.4,4,0,CR,0,normal
EV1128,vent09,ventas_campo,18.59,71.6,9,0,CR,0,normal
EV0864,sopo01,soporte_de_equipos,15.84,100.4,11,0,CR,0,normal
EV0631,sopo04,soporte_de_equipos,15.98,137.6,14,0,CR,0,normal
EV1495,lega04,legal,11.58,21.6,3,0,CR,0,normal
EV0076,cont10,contabilidad,10.02,32.9,6,0,CR,0,normal
EV1434,lega06,legal,11.78,24.8,4,0,CR,0,normal
EV1607,lega08,legal,12.81,20.9,3,0,CR,0,normal
EV0902,sopo10,soporte_de_equipos,20.84,157.3,12,1,CR,0,normal
EV0718,sopo10,soporte_de_equipos,8.43,103.4,13,0,CR,0,normal
EV0738,sopo07,soporte_de_equipos,6.13,135.8,9,1,CR,0,normal
EV1269,vent02,ventas_campo,19.41,70.8,6,1,CR,0,normal
EV1308,vent05,ventas_campo,15.52,50.4,3,0,NI,0,normal
EV0830,sopo11,soporte_de_equipos,10.53,184.4,10,0,CR,0,normal
EV0834,sopo11,soporte_de_equipos,18.94,145.8,12,0,CR,0,normal
EV0181,cont12,contabilidad,13.05,23.9,6,0,CR,0,normal
EV0743,sopo07,soporte_de_equipos,14.33,120.3,15,0,CR,0,normal
EV1638,lega06,legal,10.06,26.0,3,0,CR,0,normal
EV0916,sopo10,soporte_de_equipos,14.79,152.2,10,0,CR,0,normal
EV0377,cont05,contabilidad,9.57,27.8,4,0,CR,0,normal
EV1979,svc_respaldo,ti_infraestructura,1.72,700.3,58,1,CR,0,respaldo_programado
EV0024,cont06,contabilidad,10.43,34.5,3,0,CR,0,normal
EV0347,cont10,contabilidad,10.26,12.6,5,0,CR,0,normal
EV1635,lega02,legal,10.37,24.2,4,0,CR,0,normal
EV1737,ti_i06,ti_infraestructura,1.37,241.6,21,1,CR,0,normal
EV0009,cont11,contabilidad,11.26,32.6,1,0,CR,0,normal
EV0229,cont02,contabilidad,10.32,27.7,4,0,CR,0,normal
EV0490,cont06,contabilidad,9.47,23.1,1,0,CR,0,normal
EV0214,cont02,contabilidad,13.17,30.7,4,0,CR,0,normal
EV0818,sopo02,soporte_de_equipos,16.49,98.3,11,0,CR,0,normal
EV1451,lega01,legal,11.14,32.0,4,0,CR,0,normal
EV0450,cont11,contabilidad,8.86,48.8,4,0,CR,0,normal
EV0726,sopo05,soporte_de_equipos,16.6,149.3,15,0,CR,0,normal
EV0016,cont12,contabilidad,12.34,29.0,6,0,CR,0,normal
EV1802,ti_i06,ti_infraestructura,1.68,191.2,28,1,CR,0,normal
EV1772,ti_i06,ti_infraestructura,4.02,309.1,27,1,CR,0,normal
EV0644,sopo03,soporte_de_equipos,13.52,82.2,9,0,CR,0,normal
EV1302,vent01,ventas_campo,12.6,60.8,3,0,CR,0,normal
EV1334,lega06,legal,11.6,19.9,1,0,CR,0,normal
EV0547,sopo10,soporte_de_equipos,16.2,100.0,13,0,CR,0,normal
EV1154,vent01,ventas_campo,13.1,57.1,3,0,NI,0,normal
EV0641,sopo07,soporte_de_equipos,18.96,120.4,9,0,CR,0,normal
EV0355,cont04,contabilidad,12.83,28.7,6,0,CR,0,normal
EV0769,sopo09,soporte_de_equipos,13.68,125.7,12,0,CR,0,normal
EV0208,cont04,contabilidad,10.65,44.8,4,0,CR,0,normal
EV1375,lega02,legal,10.86,12.0,4,0,CR,0,normal
EV0962,vent04,ventas_campo,13.86,60.2,9,0,CR,0,normal
EV1075,vent11,ventas_campo,17.69,56.5,5,0,NI,0,normal
EV0417,cont08,contabilidad,7.27,29.8,4,0,CR,0,normal
EV1990,svc_respaldo,ti_infraestructura,2.0,809.4,65,1,CR,0,respaldo_programado
EV1059,vent12,ventas_campo,15.8,42.0,6,0,CR,0,normal
EV1168,vent06,ventas_campo,15.15,54.4,13,0,CR,0,normal
EV0688,sopo06,soporte_de_equipos,12.97,101.0,18,0,CR,0,normal
EV0443,cont09,contabilidad,11.49,24.9,4,0,CR,0,normal
EV1651,lega08,legal,11.28,23.5,2,0,CR,0,normal
EV0603,sopo05,soporte_de_equipos,15.03,172.5,12,0,CR,0,normal
EV1905,ti_i05,ti_infraestructura,0.31,325.8,28,1,CR,0,normal
EV0349,cont14,contabilidad,11.83,39.0,6,0,CR,0,normal
EV0763,sopo03,soporte_de_equipos,20.63,99.1,14,1,CR,0,normal
EV0404,cont13,contabilidad,11.27,35.7,7,0,CR,0,normal
EV0363,cont01,contabilidad,9.59,40.1,3,0,CR,0,normal
EV0027,cont11,contabilidad,9.93,23.5,5,0,CR,0,normal
EV1904,ti_i01,ti_infraestructura,5.71,295.6,31,1,CR,0,normal
EV1169,vent03,ventas_campo,17.11,49.0,7,0,CR,0,normal
EV0178,cont07,contabilidad,10.3,49.3,5,0,CR,0,normal
EV1924,ti_i04,ti_infraestructura,2.3,95.6,29,1,CR,0,normal
EV0862,sopo04,soporte_de_equipos,10.77,100.5,10,0,CR,0,normal
EV0611,sopo04,soporte_de_equipos,10.9,129.0,14,0,CR,0,normal
EV0665,sopo04,soporte_de_equipos,4.33,130.3,18,1,CR,0,normal
EV0253,cont14,contabilidad,8.46,39.5,5,0,CR,0,normal
EV0415,cont09,contabilidad,8.57,43.2,7,0,CR,0,normal
EV0559,sopo08,soporte_de_equipos,19.27,164.6,14,1,CR,0,normal
EV0554,sopo11,soporte_de_equipos,13.61,103.4,9,0,CR,0,normal
EV0194,cont10,contabilidad,8.99,47.7,4,0,CR,0,normal
EV1134,vent11,ventas_campo,12.66,57.7,6,0,CR,0,normal
EV1711,ti_i03,ti_infraestructura,3.65,216.2,26,1,CR,0,normal
EV1152,vent04,ventas_campo,10.42,107.2,4,0,PA,0,normal
EV0446,cont14,contabilidad,8.36,37.3,4,0,CR,0,normal
EV1954,ti_i04,ti_infraestructura,1.85,172.5,26,1,CR,0,normal
EV0913,sopo09,soporte_de_equipos,14.56,112.3,14,0,CR,0,normal
EV0973,vent12,ventas_campo,17.29,54.5,8,0,CR,0,normal
EV1455,lega02,legal,11.98,24.9,4,0,CR,0,normal
EV0452,cont03,contabilidad,10.03,43.7,4,0,CR,0,normal
EV1390,lega03,legal,11.26,19.4,1,0,CR,0,normal
EV0465,cont02,contabilidad,10.87,28.2,4,0,CR,0,normal
EV1089,vent11,ventas_campo,14.7,32.2,5,0,GT,0,normal
EV0459,cont02,contabilidad,8.0,6.5,3,0,CR,0,normal
EV1385,lega06,legal,11.52,21.2,5,0,CR,0,normal
EV1933,ti_i01,ti_infraestructura,5.35,188.1,22,1,CR,0,normal
EV0732,sopo10,soporte_de_equipos,14.22,195.3,6,0,CR,0,normal
EV0370,cont07,contabilidad,10.1,28.4,2,0,CR,0,normal
EV0485,cont04,contabilidad,9.16,16.8,3,0,CR,0,normal
EV1443,lega06,legal,11.6,31.6,3,0,CR,0,normal
EV1179,vent06,ventas_campo,19.88,54.7,4,1,NI,0,normal
EV0308,cont01,contabilidad,13.12,47.0,6,0,CR,0,normal
EV0286,cont11,contabilidad,11.59,22.0,3,0,CR,0,normal
EV0612,sopo11,soporte_de_equipos,5.63,81.1,12,1,CR,0,normal
EV0650,sopo02,soporte_de_equipos,15.48,164.6,9,0,CR,0,normal
EV0717,sopo02,soporte_de_equipos,6.66,154.8,13,1,CR,0,normal
EV1378,lega03,legal,10.68,29.7,4,0,CR,0,normal
EV1490,lega08,legal,9.02,25.4,2,0,CR,0,normal
EV1088,vent10,ventas_campo,11.64,4.5,2,0,PA,0,normal
EV0658,sopo03,soporte_de_equipos,10.25,101.6,13,0,CR,0,normal
EV1352,lega01,legal,12.04,14.8,2,0,CR,0,normal
EV0884,sopo05,soporte_de_equipos,6.81,157.9,5,1,CR,0,normal
EV0700,sopo07,soporte_de_equipos,17.2,98.9,13,0,CR,0,normal
EV0825,sopo02,soporte_de_equipos,5.56,112.6,11,1,CR,0,normal
EV1926,ti_i06,ti_infraestructura,2.86,219.0,26,1,CR,0,normal
EV0098,cont01,contabilidad,8.47,32.2,4,0,CR,0,normal
EV1813,ti_i04,ti_infraestructura,1.52,297.7,18,1,CR,0,normal
EV0985,vent03,ventas_campo,12.4,45.0,4,0,GT,0,normal
EV0811,sopo09,soporte_de_equipos,12.45,138.4,10,0,CR,0,normal
EV0140,cont05,contabilidad,7.66,36.8,4,0,CR,0,normal
EV1197,vent09,ventas_campo,15.59,107.2,6,0,NI,0,normal
EV1980,svc_respaldo,ti_infraestructura,3.66,754.6,67,1,CR,0,respaldo_programado
EV0699,sopo01,soporte_de_equipos,5.79,113.2,16,1,CR,0,normal
EV1348,lega07,legal,12.0,20.8,7,0,CR,0,normal
EV0906,sopo06,soporte_de_equipos,14.51,108.4,10,0,CR,0,normal
EV0931,sopo05,soporte_de_equipos,7.19,90.9,11,0,CR,0,normal
EV1173,vent11,ventas_campo,12.08,63.0,5,0,GT,0,normal
EV0755,sopo01,soporte_de_equipos,17.81,95.2,6,0,CR,0,normal
EV0129,cont08,contabilidad,9.28,40.6,4,0,CR,0,normal
EV0740,sopo07,soporte_de_equipos,5.4,126.3,9,1,CR,0,normal
EV0659,sopo01,soporte_de_equipos,12.79,165.9,11,0,CR,0,normal
EV0756,sopo08,soporte_de_equipos,12.5,114.2,12,0,CR,0,normal
EV1353,lega01,legal,9.62,23.3,3,0,CR,0,normal
EV0523,sopo02,soporte_de_equipos,17.43,113.6,6,0,CR,0,normal
EV0265,cont13,contabilidad,8.86,36.7,4,0,CR,0,normal
EV1304,vent01,ventas_campo,10.62,26.7,6,0,CR,0,normal
EV1768,ti_i06,ti_infraestructura,3.14,240.2,29,1,CR,0,normal
EV1581,lega07,legal,9.37,10.1,2,0,CR,0,normal
EV0632,sopo01,soporte_de_equipos,13.21,204.7,14,0,CR,0,normal
EV0499,cont13,contabilidad,11.51,31.9,4,0,CR,0,normal
EV1636,lega06,legal,10.73,23.4,2,0,CR,0,normal
EV1320,vent12,ventas_campo,13.74,47.4,7,0,NI,0,normal
EV1650,lega04,legal,12.85,28.4,3,0,CR,0,normal
EV1016,vent09,ventas_campo,11.57,56.5,7,0,CR,0,normal
EV0433,cont04,contabilidad,10.62,34.6,6,0,CR,0,normal
EV1150,vent05,ventas_campo,16.26,48.6,1,0,CR,0,normal
EV1702,ti_i05,ti_infraestructura,0.59,234.7,34,1,CR,0,normal
EV0069,cont08,contabilidad,11.16,39.1,7,0,CR,0,normal
EV1907,ti_i02,ti_infraestructura,1.24,322.7,24,1,CR,0,normal
EV0661,sopo09,soporte_de_equipos,19.95,135.2,18,1,CR,0,normal
EV1191,vent11,ventas_campo,10.12,68.3,6,0,CR,0,normal
EV0993,vent02,ventas_campo,16.06,74.2,4,0,CR,0,normal
EV0574,sopo02,soporte_de_equipos,18.07,118.1,9,0,CR,0,normal
EV0335,cont09,contabilidad,10.21,16.7,4,0,CR,0,normal
EV0339,cont01,contabilidad,12.06,41.8,4,0,CR,0,normal
EV1028,vent03,ventas_campo,11.78,47.6,4,0,CR,0,normal
EV0384,cont08,contabilidad,10.16,48.6,5,0,CR,0,normal
EV1494,lega03,legal,11.35,3.3,4,0,CR,0,normal
EV0056,cont03,contabilidad,11.28,39.2,4,0,CR,0,normal
EV0682,sopo07,soporte_de_equipos,17.55,137.5,13,0,CR,0,normal
EV1082,vent09,ventas_campo,15.27,50.4,9,0,CR,0,normal
EV1912,ti_i01,ti_infraestructura,0.33,346.9,26,1,CR,0,normal
EV1528,lega01,legal,8.85,15.6,4,0,CR,0,normal
EV0706,sopo05,soporte_de_equipos,11.31,66.9,11,0,CR,0,normal
EV1672,ti_i03,ti_infraestructura,3.9,232.0,25,1,CR,0,normal
EV0171,cont02,contabilidad,10.87,47.7,5,0,CR,0,normal
EV1850,ti_i05,ti_infraestructura,4.1,416.3,23,1,CR,0,normal
EV1792,ti_i05,ti_infraestructura,2.82,305.7,23,1,CR,0,normal
EV0327,cont04,contabilidad,10.0,21.7,4,0,CR,0,normal
EV0504,cont02,contabilidad,13.86,47.4,1,0,CR,0,normal
EV0982,vent07,ventas_campo,19.21,25.7,8,1,CR,0,normal
EV0410,cont10,contabilidad,9.38,34.6,4,0,CR,0,normal
EV0298,cont12,contabilidad,11.85,39.1,4,0,CR,0,normal
EV1165,vent12,ventas_campo,14.45,91.9,8,0,CR,0,normal
EV1668,ti_i05,ti_infraestructura,2.22,345.3,24,1,CR,0,normal
EV1356,lega01,legal,10.87,20.7,3,0,CR,0,normal
EV1343,lega01,legal,11.05,23.8,3,0,CR,0,normal
EV1901,ti_i06,ti_infraestructura,0.0,243.3,31,1,CR,0,normal
EV0719,sopo11,soporte_de_equipos,5.5,130.8,9,1,CR,0,normal
EV0672,sopo10,soporte_de_equipos,15.28,87.0,11,0,CR,0,normal
EV0649,sopo05,soporte_de_equipos,16.16,122.1,16,0,CR,0,normal
EV2000,sopo04,soporte_de_equipos,4.1,260.0,44,1,VN,1,incidente_confirmado
EV1674,ti_i06,ti_infraestructura,2.53,299.0,25,1,CR,0,normal
EV1533,lega01,legal,10.88,23.1,3,0,CR,0,normal
EV1957,ti_i04,ti_infraestructura,2.02,400.7,18,1,CR,0,normal
EV0701,sopo11,soporte_de_equipos,18.72,79.6,16,0,CR,0,normal
EV0703,sopo05,soporte_de_equipos,19.77,132.3,12,1,CR,0,normal
EV0532,sopo04,soporte_de_equipos,10.11,148.5,13,0,CR,0,normal
EV0408,cont01,contabilidad,8.44,31.5,3,0,CR,0,normal
EV0200,cont08,contabilidad,10.51,49.6,4,0,CR,0,normal
EV0474,cont07,contabilidad,7.5,27.0,3,0,CR,0,normal
EV0730,sopo06,soporte_de_equipos,11.44,127.6,15,0,CR,0,normal
EV1427,lega02,legal,10.91,9.7,1,0,CR,0,normal
EV0217,cont12,contabilidad,11.97,30.1,7,0,CR,0,normal
EV0254,cont06,contabilidad,9.8,34.5,3,0,CR,0,normal
EV0153,cont10,contabilidad,13.02,32.0,7,0,CR,0,normal
EV1166,vent10,ventas_campo,20.1,64.7,7,1,CR,0,normal
EV1798,ti_i03,ti_infraestructura,0.0,386.5,21,1,CR,0,normal
EV1248,vent03,ventas_campo,18.03,46.3,3,0,CR,0,normal
EV1682,ti_i03,ti_infraestructura,4.57,324.4,19,1,CR,0,normal
EV1321,vent04,ventas_campo,20.3,39.0,6,1,CR,0,normal
EV1568,lega03,legal,11.05,8.9,2,0,CR,0,normal
EV1900,ti_i04,ti_infraestructura,4.02,268.5,25,1,CR,0,normal
EV1398,lega06,legal,10.3,18.0,3,0,CR,0,normal
EV0531,sopo11,soporte_de_equipos,10.28,122.5,14,0,CR,0,normal
EV1133,vent03,ventas_campo,13.46,50.6,10,0,GT,0,normal
EV1245,vent06,ventas_campo,17.27,56.0,4,0,CR,0,normal
EV0241,cont12,contabilidad,9.54,40.7,3,0,CR,0,normal
EV1310,vent06,ventas_campo,16.45,87.4,2,0,CR,0,normal
EV1643,lega06,legal,8.77,38.2,1,0,CR,0,normal
EV0188,cont09,contabilidad,10.63,46.6,6,0,CR,0,normal
EV0247,cont13,contabilidad,9.96,42.7,5,0,CR,0,normal
EV0904,sopo11,soporte_de_equipos,9.68,105.0,12,0,CR,0,normal
EV1426,lega01,legal,10.59,18.4,4,0,CR,0,normal
EV1482,lega02,legal,12.76,7.3,4,0,CR,0,normal
EV0883,sopo10,soporte_de_equipos,16.84,84.4,8,0,CR,0,normal
EV0693,sopo02,soporte_de_equipos,12.18,70.0,17,0,CR,0,normal
EV0303,cont11,contabilidad,11.11,45.4,4,0,CR,0,normal
EV0284,cont05,contabilidad,10.34,46.9,6,0,CR,0,normal
EV0880,sopo02,soporte_de_equipos,16.87,174.0,14,0,CR,0,normal
EV0506,cont04,contabilidad,11.62,37.7,6,0,CR,0,normal
EV1918,ti_i03,ti_infraestructura,3.58,301.5,31,1,CR,0,normal
EV0322,cont09,contabilidad,11.47,44.5,3,0,CR,0,normal
EV1956,ti_i03,ti_infraestructura,2.07,384.1,27,1,CR,0,normal
EV1253,vent11,ventas_campo,13.27,68.8,5,0,GT,0,normal
EV0833,sopo07,soporte_de_equipos,19.24,101.6,15,1,CR,0,normal
EV0622,sopo05,soporte_de_equipos,14.04,78.7,11,0,CR,0,normal
EV1501,lega04,legal,11.58,20.6,3,0,CR,0,normal
EV1035,vent10,ventas_campo,16.11,68.3,8,0,NI,0,normal
EV0123,cont13,contabilidad,8.73,39.6,4,0,CR,0,normal
EV1243,vent04,ventas_campo,20.94,67.1,9,1,GT,0,normal
EV0511,cont02,contabilidad,8.85,30.5,6,0,CR,0,normal
EV0281,cont13,contabilidad,7.63,26.9,4,0,CR,0,normal
EV1247,vent09,ventas_campo,12.45,63.4,9,0,NI,0,normal
EV1237,vent08,ventas_campo,12.99,72.8,5,0,NI,0,normal
EV1935,ti_i03,ti_infraestructura,3.37,371.0,16,1,CR,0,normal
EV1189,vent04,ventas_campo,16.05,81.4,3,0,CR,0,normal
EV1201,vent07,ventas_campo,18.83,48.7,6,0,CR,0,normal
EV1539,lega03,legal,12.85,8.6,3,0,CR,0,normal
EV0678,sopo09,soporte_de_equipos,21.16,98.7,14,1,CR,0,normal
EV0519,cont14,contabilidad,10.78,32.0,4,0,CR,0,normal
EV1147,vent10,ventas_campo,17.85,75.1,4,0,CR,0,normal
EV1511,lega01,legal,12.13,13.2,4,0,CR,0,normal
EV0068,cont10,contabilidad,9.53,32.5,3,0,CR,0,normal
EV0333,cont04,contabilidad,9.89,48.9,4,0,CR,0,normal
EV0569,sopo01,soporte_de_equipos,11.71,119.1,13,0,CR,0,normal
EV1830,ti_i05,ti_infraestructura,2.88,299.6,24,1,CR,0,normal
EV1190,vent06,ventas_campo,14.51,51.5,6,0,PA,0,normal
EV1424,lega07,legal,11.99,17.6,5,0,CR,0,normal
EV1684,ti_i03,ti_infraestructura,5.01,408.6,11,1,CR,0,normal
EV0473,cont05,contabilidad,7.88,40.2,3,0,CR,0,normal
EV1322,vent09,ventas_campo,17.17,53.4,9,0,CR,0,normal
EV0512,cont03,contabilidad,9.78,35.4,5,0,CR,0,normal
EV0478,cont11,contabilidad,10.33,51.8,3,0,CR,0,normal
EV0886,sopo02,soporte_de_equipos,18.26,144.1,14,0,CR,0,normal
EV1392,lega08,legal,8.97,19.5,3,0,CR,0,normal
EV0319,cont13,contabilidad,8.86,36.9,3,0,CR,0,normal
EV0937,sopo03,soporte_de_equipos,13.82,127.5,9,0,CR,0,normal
